ip,datetime,gmt,request,status,size,referer,browser,country,detected
180.178.99.174,23-Jul 2019 16:13:05,+0700],POST /bkd_baru/bidang_pendidikan/do_tambah HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTMyNg,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:07:16,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0295__19-07-19_07.21_RPS_INTRODUCTION_TO_TRANSLATION_STUDIES_2019_FEB.pdf HTTP/1.1,206.0,180092,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9203/D0295,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 12:36:35,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0135__23-07-19_06.50_NILAI_PKN_KPI_2_A.pdf HTTP/1.1,206.0,20701,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTIwMg,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 15:21:04,+0700],GET /bkd_baru/bidang_pendidikan HTTP/1.1,200.0,21296,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 15:53:55,+0700],POST /bkd_baru/kinerja_dosen/do_penilaian/D0010 HTTP/1.1,303.0,-,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9016/D0010,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
103.103.146.58,25-Jul 2019 21:44:07,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0017__10-07-19_06.33_Pembagian_Tugas_dosen.pdf HTTP/1.1,206.0,185418,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0017,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
103.103.146.58,25-Jul 2019 20:47:42,+0700],GET /bkd_baru/assets/fonts/OpenSans-300.woff HTTP/1.1,200.0,22656,http://universitas.com/bkd_baru/assets/css/ace-fonts.css,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 13:48:12,+0700],GET /bkd_baru/login HTTP/1.1,200.0,5198,http://universitas.com/bkd_baru/dosen_cetak_rekap,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
114.124.244.248,27-Jul 2019 6:47:19,+0700],GET /bkd_baru//home/logout HTTP/1.1,307.0,-,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0049,Mozilla/5.0 (Windows NT 10.0; rv:67.0) Gecko/20100101 Firefox/67.0,Indonesia,AMAN
66.102.7.247,24-Jul 2019 20:46:54,+0700],GET /bkd_baru/assets/css/ace-fonts.css HTTP/1.1,200.0,452,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML,United States,DICURIGAI
140.213.22.150,24-Jul 2019 16:02:56,+0700],GET /bkd_baru/assets/images/scan_sertifikat/D0100_19-07-2019_IJAZAH_S1.jpg HTTP/1.1,206.0,1,http://universitas.com/bkd_baru/dosen/input_dosen/,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 15:39:09,+0700],GET /bkd_baru/bidang_pendidikan/edit/OTYwNg HTTP/1.1,200.0,29246,http://universitas.com/bkd_baru/bidang_pendidikan,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:47:21,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0266__17-07-19_08.32_SK_Mengajar_dan_Jadwal_opt_compressed_2.pdf HTTP/1.1,206.0,168429,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0266,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:47:46,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0266__24-07-19_02.19_RPS_Grammar_Genap_2019.pdf HTTP/1.1,200.0,820397,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0266,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 13:43:23,+0700],GET /bkd_baru/bidang_pengabdian HTTP/1.1,200.0,28346,http://universitas.com/bkd_baru/bidang_pengabdian/edit/OTE4NA,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
36.81.234.203,24-Jul 2019 10:59:03,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0017__08-07-19_15.29_Jadwal_Kuliah_Semester_Genap-2018-2019.pdf HTTP/1.1,304.0,-,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODQxMw,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
115.178.222.123,18-Jul 2019 8:32:49,+0700],GET /bkd_baru/assets/images/scan_kinerja/tes.php HTTP/1.1,404.0,1130,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36",Indonesia,AMAN
140.213.25.123,25-Jul 2019 7:16:45,+0700],GET /bkd_baru/login HTTP/1.1,200.0,5331,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Linux; Android 7.0; U50A MAX Build/NRD90M) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 11:42:20,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0096__19-07-19_03.22_SK_PENELITIAN_2018.pdf HTTP/1.1,206.0,952544,http://universitas.com/bkd_baru/assets/images/scan_penugasan/D0096__19-07-19_03.22_SK_PENELITIAN_2018.pdf,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:31:53,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0295__24-07-19_16.35_DHMD_MK_INTRODUCTION_TO_TRANSLATION_STUDIES_SEM_4.pdf HTTP/1.1,206.0,179035,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9203/D0295,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:05:42,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0135__23-07-19_07.36_JADWAL_GENAP_20182019_PMI.pdf HTTP/1.1,200.0,1746299,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0135,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 13:39:20,+0700],POST /bkd_baru/bidang_pengabdian/do_tambah HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/bidang_pengabdian/edit/OTQyMQ,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
114.122.82.110,24-Jul 2019 8:41:18,+0700],GET /bkd_baru/bidang_pendidikan/edit/ODM3NA HTTP/1.1,200.0,26463,http://universitas.com/bkd_baru/bidang_pendidikan,Mozilla/5.0 (Linux; Android 8.1.0; Redmi 5 Plus) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
125.163.114.46,25-Jul 2019 9:53:46,+0700],GET /bkd_baru/assets/js/ace/elements.treeview.js HTTP/1.1,304.0,-,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:37:05,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0294__23-07-19_02.39_NILAI_4D.pdf HTTP/1.1,206.0,19574,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0294,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
114.124.136.46,18-Jul 2019 2:11:19,+0700],GET /bkd_baru/kesimpulan_dosen HTTP/1.1,200.0,22412,http://universitas.com/bkd_baru/Bidang_pendidikan,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.59 Safari/537.36",Indonesia,AMAN
180.178.99.174,25-Jul 2019 9:17:44,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0011__24-07-19_15.59_RPS_Syuaeb_2019.pdf HTTP/1.1,206.0,301099,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0011,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 12:34:24,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0135__23-07-19_07.30_JADWAL_GENAP_20182019_PMI.pdf HTTP/1.1,206.0,163044,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTE3OA,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,25-Jul 2019 13:12:25,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0255__23-07-19_06.01_DHMDN_Geo_Ruang_2019.pdf HTTP/1.1,200.0,5181465,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0255,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
182.1.65.58,23-Jul 2019 9:54:59,+0700],GET /bkd_baru/assets/fonts/OpenSans-400.woff HTTP/1.1,200.0,21956,http://universitas.com/bkd_baru/assets/css/ace-fonts.css,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
116.206.15.19,27-Jul 2019 6:43:54,+0700],GET /bkd_baru/assets/css/bootstrap.css HTTP/1.1,200.0,134938,http://universitas.com/bkd_baru/Atur_kelompok,Mozilla/5.0 (Linux; Android 5.1; vivo Y21 Build/LMY47I) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,25-Jul 2019 9:22:42,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0266__24-07-19_02.18_DHM_DHD_2C.pdf HTTP/1.1,206.0,75911,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/8766/D0266,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 9:55:36,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0292__19-07-19_08.52_Nilai_Listening_WP_2D_2019_2_BKD.pdf HTTP/1.1,206.0,127305,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTIyMw,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
119.235.27.30,23-Jul 2019 21:25:45,+0700],GET /bkd_baru/assets/css/ace-fonts.css HTTP/1.1,200.0,452,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
120.188.32.239,23-Jul 2019 17:16:21,+0700],GET /bkd_baru/login HTTP/1.1,200.0,5331,http://universitas.com/bkd_baru/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 16:00:33,+0700],GET /bkd_baru/assets/css/jquery-ui.css HTTP/1.1,200.0,18202,http://universitas.com/bkd_baru/bidang_pengabdian,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 9:38:50,+0700],POST /bkd_baru/kinerja_dosen/do_penilaian/D0188 HTTP/1.1,303.0,-,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9207/D0188,Mozilla/5.0 (Windows NT 6.1; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 17:34:23,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0112__19-07-19_14.36_DHD_dan_DHM_daftar_Hadir_Komunikasi_dan_Dakwah_Islam.pdf HTTP/1.1,200.0,1108131,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTMzNA,Mozilla/5.0 (Windows NT 10.0; rv:69.0) Gecko/20100101 Firefox/69.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 22:45:20,+0700],GET /bkd_baru/assets/js/jquery-ui.js HTTP/1.1,200.0,469345,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 23:57:54,+0700],POST /bkd_baru/bidang_penelitian/do_tambah HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/bidang_penelitian/edit/OTIzOA,Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
36.90.2.19,23-Jul 2019 9:34:34,+0700],GET /bkd_baru/Bidang_pendidikan HTTP/1.1,200.0,33764,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODQxNQ,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 13:01:12,+0700],GET /bkd_baru/Atur_kelompok HTTP/1.1,200.0,97654,http://universitas.com/bkd_baru/Atur_kelompok,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
182.0.233.209,24-Jul 2019 11:06:31,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0024__19-07-19_17.34_Materi_Minhaj.pdf HTTP/1.1,206.0,65536,http://universitas.com/bkd_baru/bidang_pengabdian,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
120.188.94.134,23-Jul 2019 9:31:36,+0700],GET /bkd_baru/assets/js/jquery.mobile.custom.js HTTP/1.1,200.0,24145,http://universitas.com/bkd_baru/,Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532G Build/MMB29T) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
140.213.18.233,18-Jul 2019 8:25:34,+0700],GET /bkd_baru/assets/css/bootstrap.css HTTP/1.1,200.0,134938,http://universitas.com/bkd_baru/,"Mozilla/5.0 (Linux; Android 5.1.1; A37f Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36",Indonesia,AMAN
188.121.28.188,23-Jul 2019 22:35:53,+0700],GET / HTTP/1.1,302.0,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML,,,Poland,DICURIGAI
120.188.39.166,26-Jul 2019 13:10:58,+0700],GET /bkd_baru/ HTTP/1.1,200.0,5198,https://www.google.com/,Mozilla/5.0 (Linux; Android 4.4.2; T1 7.0 Build/HuaweiMediaPad) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
64.233.173.166,24-Jul 2019 10:01:32,+0700],GET /bkd_baru/assets/images/scan_sertifikat/D0092_10-02-17_18.11.Sertifikat%20ijazah%20S2002.pdf HTTP/1.1,404.0,1130,http://universitas.com/bkd_baru/dosen/edit/D0092,Mozilla/5.0 (Linux; Android 9; Pixel) AppleWebKit/537.36 (KHTML,United States,DICURIGAI
180.178.99.174,23-Jul 2019 10:07:58,+0700],POST /bkd_baru/login/getlogin HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
64.233.173.163,25-Jul 2019 11:58:30,+0700],GET /bkd_baru/kinerja_dosen/rekap_kinerja/D0057 HTTP/1.1,200.0,27134,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9113/D0057,Mozilla/5.0 (Linux; Android 8.0.0; SM-J400F Build/R16NW) AppleWebKit/537.36 (KHTML,United States,DICURIGAI
64.233.173.166,24-Jul 2019 19:56:24,+0700],GET /bkd_baru/login HTTP/1.1,200.0,5331,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Linux; Android 9; SM-J610F) AppleWebKit/537.36 (KHTML,United States,DICURIGAI
66.102.6.229,17-Jul 2019 22:46:42,+0700],GET /siamin/ HTTP/1.1,404.0,1067,-,"Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19",United States,DICURIGAI
180.178.99.174,25-Jul 2019 7:56:09,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0295__19-07-19_07.21_SK_MENGAJAR_SEMESTER_GENAP_FEBRUARI_2019.pdf HTTP/1.1,206.0,431146,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9203/D0295,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 11:52:04,+0700],GET /bkd_baru/Atur_kelompok HTTP/1.1,200.0,68730,http://universitas.com/bkd_baru/Atur_kelompok,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 18:39:34,+0700],GET /bkd_baru/assets/fonts/OpenSans-400.woff HTTP/1.1,200.0,21956,http://universitas.com/bkd_baru/assets/css/ace-fonts.css,Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 13:31:38,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0101__19-07-19_17.49_Materi_Penelitian.pdf HTTP/1.1,206.0,65536,http://universitas.com/bkd_baru/bidang_penelitian,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
182.0.232.65,24-Jul 2019 10:58:33,+0700],GET /bkd_baru/assets/images/uploads/D0024_19-01-17_07.57.New%20Image.JPG HTTP/1.1,404.0,1130,http://universitas.com/bkd_baru/dosen/input_dosen/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
116.206.40.27,25-Jul 2019 15:58:19,+0700],POST /bkd_baru/kinerja_dosen/do_penilaian/D0174 HTTP/1.1,303.0,-,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9479/D0174,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 14:36:50,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0284__24-07-19_08.14_SK_NGAJAR.pdf HTTP/1.1,200.0,293519,http://universitas.com/bkd_baru/bidang_pendidikan,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
182.0.233.174,24-Jul 2019 11:21:07,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0058__19-07-19_11.11_Materi_khutbah.pdf HTTP/1.1,206.0,279368,http://universitas.com/bkd_baru/bidang_pengabdian,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 13:26:27,+0700],GET /bkd_baru/login HTTP/1.1,200.0,5331,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 10:00:35,+0700],GET /bkd_baru/bidang_pengabdian/edit/ODc3Nw HTTP/1.1,200.0,29583,http://universitas.com/bkd_baru/bidang_pengabdian,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:19:08,+0700],GET /bkd_baru/kinerja_dosen/rekap_kinerja/D0295 HTTP/1.1,200.0,27499,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9203/D0295,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,Indonesia,AMAN
116.206.15.17,23-Jul 2019 9:32:34,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0115__19-07-19_08.56_Executive_Summary_Asep_Kurniawan-tidak_berwarna.pdf HTTP/1.1,206.0,14759,http://universitas.com/bkd_baru/bidang_penelitian/edit/OTIyNg,Mozilla/5.0 (Windows NT 6.1; rv:54.0) Gecko/20100101 Firefox/54.0,Indonesia,AMAN
114.124.133.54,24-Jul 2019 13:58:42,+0700],POST /bkd_baru/bidang_pendidikan/do_tambah HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/bidang_pendidikan/tambah,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
103.103.146.58,25-Jul 2019 20:50:49,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0074__24-07-19_16.04_2._DN_KAPITA_SELEKTA_H_RUSYDI.pdf HTTP/1.1,206.0,13992,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0074,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 15:10:59,+0700],GET /bkd_baru/Atur_kelompok/get_autocomplete?term=syath HTTP/1.1,200.0,52,http://universitas.com/bkd_baru/Atur_kelompok,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
182.0.166.215,23-Jul 2019 17:53:47,+0700],GET /bkd_baru/ HTTP/1.1,200.0,5198,-,Mozilla/5.0 (Linux; Android 9; SM-A505F) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 9:57:16,+0700],GET /bkd_baru/bidang_pendidikan/edit/ODk4MQ HTTP/1.1,200.0,29158,http://universitas.com/bkd_baru/Bidang_pendidikan,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
36.71.249.200,27-Jul 2019 7:12:50,+0700],GET /bkd_baru/kinerja_dosen/rekap_kinerja/D0064 HTTP/1.1,200.0,34334,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9521/D0064,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 16:13:20,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0190__19-07-19_14.51_DHMD_KPI_2B.pdf HTTP/1.1,200.0,542079,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTMzNQ,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
103.103.146.58,25-Jul 2019 21:21:56,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0074__24-07-19_16.02_Materi_Khutbah_Jumat-_masjid_Agung.pdf HTTP/1.1,206.0,15412,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0074,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
114.122.73.71,24-Jul 2019 7:58:46,+0700],GET /bkd_baru/assets/js/ace/ace.submenu-hover.js HTTP/1.1,200.0,15434,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J700F Build/MMB29K) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
64.233.173.166,24-Jul 2019 19:58:23,+0700],GET /bkd_baru/home HTTP/1.1,307.0,-,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Linux; Android 9; SM-J610F) AppleWebKit/537.36 (KHTML,United States,DICURIGAI
180.178.99.174,23-Jul 2019 12:26:23,+0700],GET /favicon.ico HTTP/1.1,200.0,11364,-,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 14:26:45,+0700],GET /bkd_baru/assets/css/datepicker.css HTTP/1.1,200.0,33704,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
36.72.101.126,24-Jul 2019 10:56:49,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0157__19-07-19_03.00_SK_Mengajar_Smstr_Genap_.pdf HTTP/1.1,200.0,1880533,http://universitas.com/bkd_baru/bidang_pendidikan,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 9:58:56,+0700],POST /bkd_baru/bidang_pendidikan/do_tambah HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODk4Mw,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
114.122.81.134,26-Jul 2019 20:46:35,+0700],GET /bkd_baru/assets/js/jquery.js HTTP/1.1,200.0,247351,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532G Build/MMB29T) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 13:00:27,+0700],GET /bkd_baru/Bidang_pendidikan HTTP/1.1,200.0,28693,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTIwMg,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
114.124.244.248,27-Jul 2019 7:55:25,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0102__23-07-19_09.41_SK_KAJUR.pdf HTTP/1.1,200.0,385583,-,Dalvik/2.1.0 (Linux; U; Android 7.1.1; SM-J250F Build/NMF26X),Indonesia,AMAN
180.178.99.174,23-Jul 2019 14:41:11,+0700],GET /bkd_baru/bidang_penunjang/tambah HTTP/1.1,200.0,26365,http://universitas.com/bkd_baru/bidang_penunjang,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,Indonesia,AMAN
125.163.114.46,25-Jul 2019 10:33:18,+0700],GET /bkd_baru/home HTTP/1.1,200.0,15914,http://universitas.com/bkd_baru/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
182.0.171.32,23-Jul 2019 11:48:19,+0700],GET /bkd_baru/bidang_pengabdian/edit/ODk1OQ HTTP/1.1,200.0,28730,http://universitas.com/bkd_baru/bidang_pengabdian,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
